enhancer	status	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41
brk_chrX_7193641_7194141	Dl09_500	564.1	5.38	-1.071117458	-2.1997145519	-0.4825	-1.9519128885	-2.826286439	-11421.256804	1228.63	2531.22	2.55	3.081969663	-138.540774638	187	-0.5039210594	-0.6117277838	2.2297449112	-0.583052405	-0.8876096928	1.050652504	0.9314813614	1.8131861686	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	1394.88	1	1	69.803	-784.212239968	1434.60180451	530.735785953	5874.26923453	668.874941452	7467.23997238	7604.61040712	996.10122449	1622.38545455	6421.3565288
brk_chrX_7200762_7201262	Dl09_500	919.3	10.05	-1.071117458	0.11	1.372	-1.9519128885	1.248	1406.19	2519.19	3865.39	7.92	5.15490196	-138.540774638	221	-0.5039210594	-0.6117277838	3.3568906784	-0.583052405	2.176970005	3.0392551422	1.038151741	3.1514825821	-808.162744989	-51.654581424	-704.086730004	-634.173214937	1467.36	-658.634837531	1	1	224.3346	1121.31	1156.272622	1181.58567775	5874.26923453	447.55256917	6660.77805536	6127.35894179	1108.54795699	286.956521739	6421.3565288
brk_chrX_7215259_7215759	Dl09_500	2093.7	20.25	4.91	0.895	1.1965	-1.9519128885	0.046	11815.09	2358.18	9052.46	13.09	6	295	267	3.3660674095	2.8430867195	3.1426887512	2.7490310669	4.2362704277	3.8751306534	8.8230757713	6.5937333107	6840.36	702.085	2054.92	-634.173214937	5505.58	-658.634837531	2	3	623.8526	4460.31	142.166098655	920.365647466	6015.28978841	281.874159907	7076.72362866	7736.56432044	-1037.43985583	-1219.43692574	4935.52560647
brk_chrX_7229395_7229895	Dl09_500	431.4	13.59	-1.071117458	-2.1997145519	1.398	-1.9519128885	0.257	2565.14	1216.25	1234.45	12.2	6.653816404	591	460	-0.5039210594	-0.6117277838	2.5491628647	-0.583052405	2.3587002754	-0.8697067211	-0.5370195267	4.9462528229	-808.162744989	-51.654581424	-704.086730004	-634.173214937	1259.44	-658.634837531	-0.3207914114	-0.2961448371	12.7216	1308.19	177.540106952	98.6656200942	5895.13869388	-57.137439846	7560.57549421	7461.58492737	-1037.43985583	261.318181818	5807.04602415
rho_chr3L_1443235_1443735	Dl09_500	-488.754195154	-4.0490342687	-1.071117458	0.47	-4.1990460938	-1.9519128885	0.17	-11421.256804	-10829.7231927	2493.83	-1.8820256979	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.4251537323	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	0.6703596115	1478.27	-51.654581424	889.71	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	-59.2812955354	2579.01	1316.75172003	3133.39722796	6340.31216362	807.028753994	7502.67051698	7401.18065504	1089.02640264	839.741594875	6351.78830811
rho_chr3L_1447071_1447571	Dl09_500	930.2	7.73	-1.071117458	-0.068	1.8565	-1.9519128885	0.116	-11421.256804	1216.25	-1080.28955536	5.15	-1.7120711804	-138.540774638	204	-0.5039210594	2.0046653748	1.0537323952	-0.583052405	2.6027097702	-0.8697067211	0.9066991806	1.3389410972	-808.162744989	-51.654581424	964.85	3172.79	3765.33	3522.64	-0.3207914114	-0.2961448371	-59.2812955354	-784.212239968	989.173789174	2824.27011932	6340.31216362	1190.72327044	7502.67051698	7401.18065504	877.42987013	639.727582293	6351.78830811
rho_chr3L_1456247_1456747	Dl09_500	196.8	3.74	-1.071117458	1.329	0.6235	-1.9519128885	0.95	3983.69	-10829.7231927	1197.06	9.1	6.833037336	-138.540774638	-92.1272047072	0.960226059	-0.6117277838	1.2243499756	2.2892861366	-0.8876096928	5.3181676865	0.9741687775	4.8958699703	1115.12	-51.654581424	964.85	-634.173214937	2583.86	-658.634837531	-0.3207914114	-0.2961448371	336.5458	1245.9	1717.55797101	2824.27011932	6319.82570806	955.876470588	7502.67051698	7401.18065504	535.357492654	909.424134313	6351.78830811
rho_chr3L_1463382_1463882	Dl09_500	1291.8	15.59	4.66	1.12	1.972	-1.9519128885	1.411	7967.38	2370.57	2967.44	8.07	6.510090715	-138.540774638	320	1.7550730705	1.6685671806	2.2187271118	2.2661995888	4.7513985633	3.024261713	7.509973526	8.6446723938	2418.07	654.265	1090.07	1214.28	3064.67	3805.13	1	1	258.2924	2417.04	172.982086407	2957.6766215	6619.87998588	443.418700475	7502.67051698	4521.0523876	49.9222108495	518.8	6351.78830811
rho_chr3L_1479351_1479851	Dl09_500	939.9	5.58	-1.071117458	1.132	0.9955	-1.9519128885	-0.031	1270.21	-10829.7231927	1221.99	5.7	0.665540217	-138.540774638	268	-0.5039210594	-0.6117277838	2.0273084641	2.3538818359	1.7419157028	3.2459259033	0.6614842415	4.0127267837	-808.162744989	-51.654581424	-704.086730004	1226.48	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	133.1106	-784.212239968	976.433210333	2708.04765886	6619.87998588	458.42809543	7760.00971227	7976.13758509	350.344999808	-50.227433832	6351.78830811
rho_chr3L_1485399_1485899	Dl09_500	123.6	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	-11421.256804	-10829.7231927	-1080.28955536	-1.8820256979	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.6886415482	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	-1.6743389457	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	-0.2961448371	-59.2812955354	-784.212239968	2505.34224333	2557.58993377	5181.95406989	639.752542373	7733.16079626	6554.82732	645.374647887	1018.33691756	4776.5448077
sog_chrX_15502130_15502630	Dl09_500	1715.6	10.9	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	1183.67	2147.65	3852.92	6	-1.7120711804	-138.540774638	205	-0.5039210594	1.7501754761	2.1232318878	-0.583052405	-0.8876096928	3.358956337	2.7290644646	3.9735507965	2493.21	-51.654581424	-704.086730004	4399.27	2609.85	3260.9	1	2	22.5458	1270.81	602.47756654	4483.44383057	6806.85709838	767.958307534	7253.88801742	7457.30105749	-1037.43985583	1098.22161423	5839.20188732
sog_chrX_15520127_15520627	Dl09_500	1911.2	13.88	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	3946.61	2147.65	2456.45	6	4.920818754	-138.540774638	-92.1272047072	2.3189630508	2.1325831413	1.8096175194	2.7541308403	1.6367964745	-0.8697067211	4.7460870743	4.7028050422	5825.41	500.355	4335.24	1690.1	5895.43	1512.67	-0.3207914114	1	151.4775	-784.212239968	404.157894737	697.234679803	4975.59542512	211.359919233	7253.88801742	7457.30105749	400.518426501	315.274088292	4990.55151515
sog_chrX_15540771_15541271	Dl09_500	3288.8	28.88	6.85	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	5377.51	1117.17	-1080.28955536	6	6	429	223	2.5759067535	3.9179930687	2.9135022163	3.2103228569	1.9363908767	3.0505275726	6.4992985726	8.6422290802	3783.63	441.975	-704.086730004	5479.34	1415.38	4132.3	1	1	687.16	2616.38	2215.68894952	2236.7856072	4768.78031256	447.965738758	6841.84045881	6554.76245742	-60.5051664753	1086.58468085	4570.25180558
sna_chr2L_15471067_15471567	Dl09_500	472.6	6.62	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	1.257	1282.57	1216.25	1209.53	4.19	5.397940009	-138.540774638	-92.1272047072	-0.5039210594	1.7355837822	1.3777382374	-0.583052405	-0.8876096928	4.306289196	-0.5370195267	4.3556520939	-808.162744989	211.04	1315.48	-634.173214937	1246.45	-658.634837531	1	1	120.356	2367.21	999.927819549	1880.78009783	6454.52403393	380.721793541	7875.14849068	8136.29166337	386.075675676	615.807440735	6840
sna_chr2L_15474993_15475493	Dl09_500	450.2	4.28	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	-11421.256804	-10829.7231927	1334.16	2.64	3.156767222	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.7820124626	1.8253712654	5.3072600365	-0.8697067211	0.9258813858	1.4956183433	-808.162744989	-51.654581424	-704.086730004	-634.173214937	2791.77	-658.634837531	-0.3207914114	1	-59.2812955354	-784.212239968	3232.71832718	3532.33022636	6454.52403393	1481.02712761	7875.14849068	8136.29166337	1229.9016872	71.5780952381	6840
sna_chr2L_15480617_15481117	Dl09_500	5257.9	23.03	4.39	2.418	1.943	0.828	4.077	9670.27	1117.17	2443.98	12	17.99730015	-138.540774638	606	2.4068827629	2.6142411232	2.7501630783	2.472032547	6.4503669739	2.7403459549	7.0987672806	8.9790687561	7817.72	763.81	-704.086730004	7108.44	1220.46	6129.19	1	3	569.215	3961.94	2667.65276431	3513.02521008	6454.52403393	1561.88311688	7875.14849068	7856.64474501	1727.24049001	747.097231834	6991.53312303
sna_chr2L_15486098_15486598	Dl09_500	3502.8	14.85	4.28	1.26	1.7065	-1.9519128885	0.716	3822.98	1265.79	3753.22	6	6	-138.540774638	-92.1272047072	0.6955165863	2.4746322632	2.6046538353	2.7415151596	4.1850023269	4.7911396026	5.968585968	10.0035476685	1227.82	404.525	2205.19	2977.58	2778.78	1565.01	1	1	2343.178	3550.81	1481.50584795	3031.12009238	6454.52403393	1293.26781327	7875.14849068	7856.64474501	766.449814126	950.302821317	6268.75545036
sna_chr2L_15491592_15492092	Dl09_500	272.4	7.8	4.58	0.47	0.9485	-1.9519128885	-0.112	1245.48	1241.02	-1080.28955536	6	8.63601217	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	2.5323624611	1.9499082565	3.2237820625	3.2607693673	1.8585879803	6.1870694161	2969.06	201.62	1140.16	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	210.7134	-784.212239968	2020.2406532	3679.37280346	6454.52403393	1524.16718647	7721.15988868	7856.64474501	2075.67728774	1281.89028324	6268.75545036
sna_chr2L_15499395_15499895	Dl09_500	62.4	4.03	-1.071117458	-0.942	-4.1990460938	-1.9519128885	-0.348	3847.7	-10829.7231927	1234.45	3.07	-1.7120711804	424	-92.1272047072	-0.5039210594	-0.6117277838	2.5117015839	-0.583052405	-0.8876096928	1.8282928467	-0.5370195267	1.4537053108	1328	276.57	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	59.0396	1582.29	940.457894737	918.231094142	6454.52403393	291.932319392	7721.15988868	7808.4922955	62.7461697723	474.995340502	5508.7172461
vnd_chrX_470252_470752	Dl09_500	383.3	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	0.519	-2.826286439	-11421.256804	1080.02	3815.53	4.21	1.326803935	-138.540774638	279	-0.5039210594	-0.6117277838	2.0403490067	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	2.7379083633	-808.162744989	-51.654581424	1290.43	-634.173214937	3220.61	-658.634837531	-0.3207914114	-0.2961448371	-59.2812955354	2466.87	2341.70233	3049.40517845	6920.3050965	1101.95332923	8105.25263541	8201.14658828	722.358974359	2929.77614229	5575.75897127
vnd_chrX_483940_484440	Dl09_500	4486.1	37.1	7.57	1.876	-0.5005	2.612	3.15	19362.15	3289.59	8990.15	18	22.390406391	-138.540774638	286	5.4815843105	5.2486200332	3.2515902519	4.6388034821	5.8121566773	9.3530387879	13.829022646	11.8118782044	8907.17	742.05	1127.64	6901.03	6557.12	5854.35	-0.3207914114	3	1153.9907	6079.96	718.628815557	520.190654206	6119.38110749	150.026896552	8188.12961498	8201.14658828	145.250949721	564.053009387	5575.75897127
Kr_chr2R_21085845_21086345	Dl09_500	577.2	5.66	-1.071117458	0.345	2.163	-1.874	1.128	1220.76	-10829.7231927	1533.58	-1.8820256979	5.970755868	634	-92.1272047072	-0.5039210594	-0.6117277838	0.9319572449	-0.583052405	2.6504626274	3.8109850883	-0.5370195267	3.0016980171	1090.07	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	1	12.37513	-784.212239968	2881.53846154	1928.91767656	4691.58753709	727.881040892	6196.09181141	6943.34016393	1443.36175396	1335.75494071	4607.53123945
Kr_chr2R_21092472_21092972	Dl09_500	358.7	9.13	-1.071117458	0.546	0.2805	-0.391	2.704	1294.93	1092.4	1172.13	15.4	11.139567956	-138.540774638	373	-0.5039210594	-0.6117277838	0.783987999	-0.583052405	1.0708417892	-0.8697067211	-0.5370195267	3.7447757721	-808.162744989	-51.654581424	1039.98	1287.48	2713.81	1368.71	2	-0.2961448371	66.1918	2603.93	2095.74001947	2978.53729339	6064.17597765	977.569007264	6973.86825305	7232.96266878	1716.10130342	1034.59854015	6040.81062194
Kr_chr2R_21097855_21098355	Dl09_500	236.8	-4.0490342687	-1.071117458	0.375	-4.1990460938	-1.9519128885	0.524	-11421.256804	-10829.7231927	1246.92	5	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.6527194977	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	4.1974482536	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	-0.2961448371	10.5054	1233.44	1752.21036585	1541.0557945	4630.9567337	313.751901336	6502.93824701	7103.46990786	483.895365602	615.450033296	5228.40847366
Kr_chr2R_21103381_21103881	Dl09_500	533.7	-4.0490342687	-1.071117458	-2.1997145519	0.5755	-1.9519128885	1.748	-11421.256804	-10829.7231927	2680.79	1.85	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	1.3350372314	-0.583052405	1.9854741097	-0.8697067211	-0.5370195267	2.1718735695	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	-0.2961448371	46.3879	1345.57	1579.6627451	1581.49189189	5082.1656051	526.700948767	7304.91594373	7088.98067074	915.56967773	696.96	4154.46746041
Kr_chr2R_21106750_21107250	Dl09_500	227.7	-4.0490342687	-1.071117458	1.144	0.8255	-1.9519128885	0.754	-11421.256804	1216.25	-1080.28955536	6	5.22184875	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.8617696762	2.2226638794	1.7369122505	-0.8697067211	0.777780056	1.8277263641	1365.57	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	-0.2961448371	20.2108	1208.52	2321.50537634	2464.33941998	5259.37223696	1540.36690647	7304.91594373	7819.44574187	958.430540763	444.417713697	5740.92937779
Kr_chr2R_21111762_21112262	Dl09_500	4967.2	24.51	10.28	2.847	4.4085	1.753	2.156	8644.19	-10829.7231927	1172.13	15.79	5.934466966	-138.540774638	688	6.0786933899	3.1689620018	2.6296253204	3.2632937431	8.0693802833	6.0172128678	1.0676422119	6.694798708	5374.61	477.841008	1829.51	10012.82	1298.43	9554.8	2	1	69.0828	3613.1	1476.98100173	2660.1340694	6185.93652769	358.985365854	7304.91594373	7819.44574187	153.194158416	553.491509084	6530.34773446
Kr_chr2R_21119961_21120461	Dl09_500	131.6	-4.0490342687	-1.071117458	-0.164	0.1505	-1.9519128885	0.235	-11421.256804	-10829.7231927	-1080.28955536	-1.8820256979	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.8729553223	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	1.7915358543	1115.12	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	1303.28	-0.3207914114	-0.2961448371	5.28782	-784.212239968	1549.9784456	1567.55927363	6037.30230867	39.5583596215	7217.0845998	7145.32672583	333.157692308	748.679503106	6131.66720895
hb_chr3R_4500226_4500726	Dl09_500	90.4	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	0.033	-11421.256804	1228.63	-1080.28955536	-1.8820256979	-1.7120711804	575	-92.1272047072	-0.5039210594	-0.6117277838	0.494682312	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	-1.6743389457	-808.162744989	-51.654581424	-704.086730004	1690.1	-1098.73702073	1381.8	1	-0.2961448371	-59.2812955354	-784.212239968	4013.0250118	4287.62088975	6971.19697916	4348.42733189	8048.95349165	8154.40045627	3930.19900498	3887.57928118	7041.70091743
hb_chr3R_4502378_4502878	Dl09_500	-488.754195154	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	2639.31	1179.09	1197.06	-1.8820256979	0.824149117	693	-92.1272047072	-0.5039210594	-0.6117277838	0.7119007111	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	1.2522606849	-808.162744989	-51.654581424	1302.95	-634.173214937	1402.39	1447.23	1	-0.2961448371	-59.2812955354	-784.212239968	338.632425743	2715.22048364	6971.19697916	-1515.74191661	8048.95349165	8154.40045627	1184.07951121	249.002111932	7041.70091743
hb_chr3R_4506537_4507037	Dl09_500	-488.754195154	-4.0490342687	-1.071117458	-0.723	-4.1990460938	-1.9519128885	-2.826286439	-11421.256804	-10829.7231927	-1080.28955536	-1.8820256979	4.721246399	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.7259402275	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	1.8185725212	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	75.2404	-784.212239968	2409.51817913	1879.7752809	6971.19697916	2463.69183829	8048.95349165	8154.40045627	2436.90753691	1320.25948104	7041.70091743
hb_chr3R_4508883_4509383	Dl09_500	-488.754195154	-4.0490342687	-1.071117458	0.331	1.2865	-1.9519128885	-2.826286439	2441.51	-10829.7231927	-1080.28955536	-1.8820256979	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.7152061462	-0.583052405	2.2864599227	0.8785042763	-0.5370195267	2.392179966	-808.162744989	-51.654581424	-704.086730004	-634.173214937	1545.33	-658.634837531	-0.3207914114	-0.2961448371	47.9379	1358.03	1501.89843081	2708.42105263	6971.19697916	1138.89086472	8048.95349165	8154.40045627	870.964195804	1272.50958084	7041.70091743
hb_chr3R_4512925_4513425	Dl09_500	243.7	3.68	-1.071117458	0.896	0.6985	0.432	0.362	1505.09	-10829.7231927	3765.67	8.54	17.055669308	-138.540774638	-92.1272047072	1.8546051979	-0.6117277838	1.1182346344	2.0842990875	8.4054689407	2.0258703232	-0.5370195267	3.762157917	1227.82	-51.654581424	1065.03	-634.173214937	1246.45	-658.634837531	1	-0.2961448371	126.2188	5382.28	1700.74300699	1646.5785381	6971.19697916	1168.64809009	8048.95349165	8154.40045627	623.858823529	2257.14102564	7041.70091743
hb_chr3R_4520052_4520552	Dl09_500	2296.3	7.67	3.4	0.638	2.1135	2.303	1.44	2552.78	-10829.7231927	1471.26	5.1	0.422339341	-138.540774638	436	5.1933445931	1.8048601151	2.1705150604	2.5375771523	4.481754303	3.6396965981	1.0447964668	2.4235029221	-808.162744989	282.68	-704.086730004	1482.69	1415.38	2881.38	1	2	-59.2812955354	3837.36	3610.04528613	3958.50117096	7347.4450471	2396.86514886	8048.95349165	8450.71151358	2695.96475771	3256.68983493	7041.70091743
hb_chr3R_4525590_4526090	Dl09_500	4601.6	26.48	19.01	3.969	5.372	3.626	1.908	7287.46	1216.25	2618.46	12	13.611069345	586	405	6.7940149307	3.6134037972	2.4953112602	4.0608277321	8.8424143791	5.1417880058	2.6187095642	5.9150738716	-808.162744989	378.22	-704.086730004	5674.55	3921.27	7314.69	2	2	55.2735	-784.212239968	1846.12879884	703.360839161	7326.88391039	594.591836735	8048.95349165	8194.06224406	557.283018868	862.153214373	7041.70091743
hb_chr3R_4531327_4531827	Dl09_500	-488.754195154	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	5352.79	-10829.7231927	-1080.28955536	-1.8820256979	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	1.1604804993	-0.583052405	1.6263585091	-0.8697067211	-0.5370195267	1.6181402206	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	-59.2812955354	1133.76	992.970618195	1937.92691856	5979.78033849	1233.00779221	8048.95349165	7618.25699746	1346.76909717	1646.30929381	6288.24127907
hb_chr3R_4541794_4542294	Dl09_500	62.9	-4.0490342687	-1.071117458	-2.1997145519	-0.1355	-1.9519128885	-2.826286439	2540.41	2184.8	1209.53	-1.8820256979	4.113509275	574	-92.1272047072	-0.5039210594	-0.6117277838	1.4501132965	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	2.2973980904	-808.162744989	-51.654581424	1942.22	-634.173214937	2869.74	-658.634837531	1	-0.2961448371	-59.2812955354	-784.212239968	398.961818182	844.6	6591.58061292	-1515.74191661	7847.52209365	-1512.48577513	-12.541955836	1805.19021961	6452.92382878
Kni_chr3L_20671566_20672066	Dl09_500	-488.754195154	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	2478.6	-10829.7231927	-1080.28955536	6	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.3579668999	-0.583052405	-0.8876096928	-0.8697067211	0.8219189644	1.7834985256	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	-59.2812955354	-784.212239968	1696.92701665	4514.78055858	6979.16000519	1095.16764706	8021.36694375	8244.44280986	1475.85302457	1256.80778032	7168.28253903
Kni_chr3L_20680519_20681019	Dl09_500	-488.754195154	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	1492.73	-10829.7231927	-1080.28955536	3.81	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.398140192	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	1.7439160347	1616.01	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	62.3927	-784.212239968	2076.03935673	3782.38973745	7003.35313842	622.650087698	8021.36694375	8244.44280986	352.478344102	726.571630205	7168.28253903
Kni_chr3L_20688863_20689363	Dl09_500	4116.1	19.39	15.28	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	10062.75	4642.06	4950.26	18	15.067526236	-138.540774638	-92.1272047072	8.5356488226	3.6492362022	2.292719841	8.9285335541	8.0429306031	4.6274380684	6.3245801926	5.7935285568	2242.76	715.185	1954.74	3996.65	3960.26	1329.45	1	4	312.75956	2342.28	1316.1316932	1764.59830007	7003.35313842	711.959322034	8021.36694375	8129.14841329	431.415384615	542.429527273	7168.28253903
